,card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active,sex,race
317,1,0,39.75,2.42,0.01701942,34.15583,yes,no,1,49,1,25,Male,White
318,0,0,23.25,2.25,0.0005333333,0.0,no,no,3,12,1,0,Female,Black
319,0,0,23.91667,1.2,0.001,0.0,no,no,0,15,0,0,Female,Black
320,0,2,28.16667,2.6,0.0004615385,0.0,yes,no,2,31,1,3,Female,Black
321,0,0,26.33333,1.5,0.0008,0.0,no,no,0,8,1,0,Female,Other
322,1,0,25.33333,2.1,0.1966747999999999,344.1808,yes,no,1,22,1,19,Male,Other
323,1,0,0.1666667,3.24,0.1843663999999999,497.7058,yes,no,3,25,1,16,Male,Other
324,0,0,36.58333,2.22,0.0005405405999999,0.0,yes,no,2,4,1,0,Female,White
325,0,2,34.83333,4.9,0.000244898,0.0,no,no,2,408,1,3,Female,Black
326,1,0,41.58333,2.3,0.04575044,87.105,yes,no,0,42,1,12,Male,White
327,0,2,28.33333,3.3,0.0003636364,0.0,no,no,1,36,1,17,Female,Black
328,0,3,44.58333,2.5,0.0004799999999999,0.0,yes,no,2,62,1,18,Female,Other
329,1,0,34.0,2.205,0.04400998,80.86833,yes,no,2,4,1,10,Female,Other
330,1,1,35.83333,2.4,0.071715,143.3467,yes,no,0,27,1,18,Female,Other
331,1,0,22.0,2.7,0.04682963,105.2833,no,no,0,15,1,7,Male,Black
332,1,0,34.0,3.7,0.1893335,583.7783,yes,yes,2,5,1,2,Female,Black
333,0,5,27.66667,2.12,0.0005660376999999,0.0,no,no,0,44,1,10,Female,Black
334,1,0,34.5,6.2,0.1840382,950.8641,yes,no,0,60,1,11,Female,White
335,1,0,40.33333,2.5,0.0509016,105.9617,no,no,1,24,1,2,Male,Other
336,0,1,24.25,2.0,0.0006,0.0,no,no,0,52,0,3,Female,White
337,0,0,30.16667,2.4,0.0005,0.0,no,yes,2,72,1,11,Female,Other
338,1,0,45.0,4.03,0.04091464,137.0717,no,no,0,72,1,2,Male,White
339,0,0,31.66667,3.0,0.0004,0.0,no,no,0,12,0,0,Male,Black
340,1,0,24.91667,2.9,0.0005086207,0.3125,yes,no,0,60,1,8,Male,White
341,1,0,27.83333,1.99,0.06038794,100.1433,yes,no,1,12,1,5,Male,White
342,1,0,56.91667,1.92,0.2004224,320.6758,yes,yes,1,64,1,9,Male,Black
343,1,1,34.41667,5.0,0.1640627999999999,683.4283,yes,yes,1,108,1,6,Female,Black
344,0,2,32.58333,2.16,0.0005555556,0.0,yes,no,1,38,0,8,Male,Black
345,1,0,26.58333,2.2,0.07969773,145.6958,no,no,0,30,1,3,Male,White
346,1,0,20.41667,2.2375,0.05063821,93.91917,no,no,0,27,1,1,Male,White
347,0,2,40.0,2.4,0.0005,0.0,no,no,0,72,1,6,Female,Black
348,1,0,40.16667,1.9,0.1059958,167.8267,yes,no,3,108,1,17,Male,Other
349,1,0,25.66667,5.5,0.1535069,703.4067,yes,no,1,30,1,13,Male,White
350,0,0,32.08333,2.16,0.0005555556,0.0,no,no,0,42,0,0,Female,Black
351,1,2,26.0,7.0,0.221529,1292.003,no,yes,0,13,1,31,Female,White
352,0,3,36.91667,2.6,0.0004615385,0.0,yes,no,1,54,1,14,Female,Black
353,0,0,22.66667,2.5,0.0004799999999999,0.0,no,no,0,27,1,0,Male,Black
354,1,0,28.25,3.9,0.07661206,248.9058,no,no,0,48,1,10,Male,Other
355,1,0,49.16667,5.2,0.01664154,71.53,yes,no,1,15,1,6,Male,White
356,1,1,24.16667,3.25,0.1285348,347.9483,no,no,0,12,0,5,Male,Black
357,1,0,32.66667,3.6,0.001833333,4.5833330000000005,no,no,0,25,1,2,Female,Black
358,1,0,32.58333,10.0,0.09980781,831.7317,yes,no,3,7,1,28,Female,White
359,1,0,36.0,3.7,0.03311243,101.7633,yes,no,2,6,0,18,Male,Other
360,1,0,29.25,4.467,0.1139493999999999,424.1767,yes,yes,0,63,1,5,Male,White
361,0,0,36.41667,5.2,0.0002307691999999,0.0,yes,no,2,12,1,0,Female,Black
362,1,0,22.91667,4.8,0.05806896,232.2758,no,no,2,2,1,4,Male,Other
363,1,0,61.0,1.5,0.2685167,335.5625,yes,no,1,372,1,24,Male,White
364,1,0,54.41667,1.5,0.01661133,20.18083,no,no,0,24,0,1,Male,White
365,0,0,25.66667,1.8504,0.0006485083999999,0.0,no,no,0,14,1,0,Male,Other
366,1,0,30.33333,2.45,0.05832653,119.0,no,no,0,8,1,0,Female,Other
367,1,0,27.08333,1.89,0.04420053,69.0325,no,no,0,51,1,12,Female,White
368,1,0,39.0,3.5,0.04514543,131.6742,yes,no,2,113,0,13,Male,White
369,0,0,24.16667,2.7885,0.0004303389,0.0,no,no,0,4,1,0,Female,Black
370,1,0,47.08333,4.5,0.1395,523.125,yes,no,0,3,1,13,Male,White
371,0,4,24.83333,2.8,0.0004285714,0.0,no,no,0,12,1,7,Female,White
372,0,3,32.16667,2.8,0.0004285714,0.0,yes,no,3,106,0,11,Female,Black
373,1,0,33.08333,4.5,0.104378,391.4175,no,no,1,36,1,2,Male,Other
374,1,0,45.0,3.8,0.03137474,99.10333,yes,no,1,90,1,3,Female,White
375,0,0,32.83333,5.0,0.0002399999999999,0.0,no,yes,0,14,1,0,Male,Black
376,1,0,23.33333,2.7,0.1686141,379.2983,no,no,0,2,1,0,Male,White
377,0,2,25.16667,2.5,0.0004799999999999,0.0,no,yes,1,30,1,18,Male,White
378,1,0,26.58333,3.2,0.1495691,398.8508,yes,no,2,12,1,0,Male,Black
379,1,0,22.91667,1.92,0.02146354,34.09167,yes,no,2,12,1,21,Male,White
380,1,0,45.66667,2.3080000000000003,0.2200398999999999,423.1267,no,no,1,94,1,5,Male,White
381,0,0,29.16667,1.7,0.0007058823,0.0,no,no,1,28,1,0,Female,Black
382,1,0,48.91667,3.0,0.09670267,241.4233,yes,no,2,120,0,3,Female,White
383,1,0,39.75,2.45,0.0714951,145.7192,yes,no,3,38,1,8,Female,White
384,1,0,20.08333,3.4,0.0006470588,0.9166667,no,no,0,15,0,0,Male,White
385,1,0,32.91667,2.5,0.2457659999999999,512.0125,no,no,1,6,1,9,Male,White
386,1,0,39.66667,3.0,0.1275373,318.51,yes,no,0,72,1,9,Male,White
387,1,0,26.83333,3.15,0.07226063,189.6842,no,no,0,6,1,0,Male,Other
388,1,0,27.25,3.5,0.06670286,194.4667,no,no,0,6,1,0,Female,White
389,1,0,19.58333,1.8,0.121795,182.6092,no,no,0,12,1,0,Female,Other
390,1,0,24.08333,2.25,0.1584612999999999,297.0317,no,no,1,10,1,9,Male,White
391,1,0,22.83333,2.0,0.0229845,37.97417,no,no,0,25,1,11,Male,Other
392,1,0,27.08333,4.1,0.115781,395.585,yes,no,2,41,1,14,Female,Other
393,1,0,23.83333,2.97,0.08264108,204.5367,no,no,0,4,1,7,Female,White
394,1,0,41.66667,5.5,0.03244491,148.3725,yes,no,3,9,1,0,Female,White
395,1,0,27.25,3.15,0.06493969,170.4667,yes,no,2,24,1,9,Male,Black
396,1,0,46.5,3.5,0.0422899999999999,122.9292,no,yes,2,48,1,1,Female,White
397,1,0,21.08333,1.5344,0.004301356,4.5833330000000005,no,no,0,14,1,11,Male,White
398,1,0,32.33333,5.1,0.101359,430.6925,yes,no,0,38,1,10,Female,Black
399,1,0,22.58333,2.25,0.01111111,20.08333,no,no,0,12,1,4,Male,White
400,1,0,25.58333,3.41,0.0065225809999999,17.785,yes,no,1,7,1,6,Female,White
401,1,0,35.25,3.7,0.1221516,376.6342,yes,no,1,12,1,0,Male,White
402,0,0,34.58333,3.4,0.0003529412,0.0,no,no,0,12,1,0,Male,Other
403,1,0,35.75,4.14,0.1375308999999999,474.065,yes,no,0,12,1,18,Female,Other
404,0,4,38.25,4.8,0.00025,0.0,yes,no,1,42,1,6,Female,Black
405,1,0,34.75,7.0,0.05023986,293.0658,yes,no,3,3,1,0,Male,White
406,1,0,28.75,7.0,0.1083523999999999,631.9725,yes,yes,0,12,1,5,Male,Black
407,1,1,29.16667,2.2,0.03820546,69.79333000000001,no,no,0,49,1,7,Male,White
408,0,0,28.58333,2.06,0.0005825243,0.0,yes,no,0,31,0,12,Female,White
409,0,0,22.08333,1.536,0.00078125,0.0,no,no,0,12,0,3,Male,Black
410,0,3,36.5,4.0,0.0003,0.0,yes,no,0,28,1,12,Male,Other
411,1,0,43.83333,10.5,0.001095238,8.75,yes,no,4,168,1,16,Male,Other
412,1,0,32.0,3.05,0.0501859,127.4725,no,no,0,62,0,10,Male,Black
413,1,1,56.91667,3.4838,0.0628954,182.0958,yes,no,0,540,1,7,Male,Other
414,1,0,24.33333,3.0,0.002791667,6.1458330000000005,yes,no,2,18,1,6,Male,Other
415,1,0,34.58333,5.1,0.0970047,412.1867,yes,no,4,3,1,0,Male,White
416,1,0,53.0,2.45,0.01771837,35.675,yes,no,0,3,1,11,Male,Other
417,1,0,31.16667,2.0,0.1235615,205.9358,yes,no,1,42,0,6,Female,White
418,1,0,54.08333,4.0,0.01336725,43.97417,yes,no,1,188,1,13,Female,Black
419,1,0,45.83333,3.48,0.06486379,188.105,yes,yes,1,16,1,21,Female,White
420,1,0,20.83333,2.0,0.00475,7.0833330000000005,yes,yes,0,18,0,3,Male,White
421,1,0,27.33333,2.15,0.2703846,484.4392,no,no,0,6,1,12,Male,White
422,0,0,37.58333,4.475,0.0002681564,0.0,no,no,2,60,1,15,Female,White
423,1,0,33.25,1.7,0.006725882,8.778334,no,no,0,146,1,17,Male,Other
424,1,0,28.08333,3.0,0.06997,174.925,no,no,0,18,1,11,Female,Other
425,1,0,27.16667,2.3558,0.01112149,21.33333,yes,no,2,6,1,5,Male,White
426,1,0,50.0,4.5,0.09626533,360.995,yes,no,2,301,1,11,Male,White
427,1,0,48.33333,3.7,0.03722216,114.6017,yes,no,2,192,0,7,Female,White
428,1,0,25.25,5.5,0.02479182,113.2958,yes,yes,0,16,1,0,Male,White
429,1,0,30.75,3.374,0.01200622,33.5075,yes,no,0,10,1,9,Male,Black
430,1,0,63.16667,5.5,0.02048182,93.625,yes,no,1,192,1,15,Male,Black
431,0,1,32.33333,6.0,0.0002,0.0,yes,no,4,18,1,4,Female,Other
432,1,0,28.41667,6.9,0.07231405,415.8058,yes,no,0,14,1,0,Female,Other
433,1,0,28.91667,2.75,0.3822784999999999,875.8884,yes,no,1,3,1,3,Female,White
434,1,0,0.5833333,2.5,0.0831712,173.0233,no,no,0,150,1,5,Female,White
435,1,0,25.66667,2.0,0.0049,7.416666999999999,no,no,0,26,1,13,Male,White
436,1,0,21.91667,2.6875,0.07412688,165.93,no,no,3,85,1,12,Female,Black
437,1,0,27.16667,2.6796,0.007277206,15.583329999999998,no,no,4,36,1,4,Male,Other
438,1,0,22.5,1.8,0.1196106,178.9158,no,no,0,6,0,2,Female,White
439,1,0,25.33333,1.56,0.03501987,44.9425,no,no,1,12,1,0,Male,Black
440,1,0,20.16667,1.5,0.1196406999999999,149.5508,no,no,0,3,1,3,Male,White
441,1,0,25.0,1.8804,0.00297809,3.75,no,no,0,4,1,5,Male,Other
442,0,2,36.58333,2.52,0.0004761905,0.0,yes,no,0,77,1,9,Male,Other
443,1,0,19.66667,2.2348,0.04474897,82.92084,no,no,0,133,0,5,Male,Other
444,0,0,31.25,1.78,0.0006741573,0.0,no,no,0,14,1,0,Male,White
445,1,0,29.08333,4.01,0.002743142,8.333333,no,no,0,120,1,15,Male,White
446,1,0,51.58333,12.4999,0.2975549,3099.505,yes,no,1,120,1,21,Male,Black
447,1,0,31.5,1.6,0.2253456,300.4608,no,no,0,6,1,8,Female,White
448,1,0,46.5,5.0,0.0272399999999999,112.9167,yes,no,1,7,1,7,Female,White
449,1,0,24.66667,2.275,0.04983472,94.145,yes,no,2,31,1,6,Male,White
450,1,0,54.75,3.4,0.07603735,215.4392,no,no,1,12,1,7,Male,Black
451,1,0,21.41667,1.75,0.02445829,35.16833,yes,no,0,131,1,3,Male,White
452,1,0,27.08333,3.25,0.008601538,22.4625,yes,no,0,48,1,6,Male,White
453,1,0,45.08333,3.9,0.09064,294.58,no,no,0,120,1,12,Female,Black
454,0,0,35.91667,1.85,0.0006486487,0.0,no,no,0,62,0,0,Female,Black
455,1,0,40.91667,4.0,0.00331225,10.29083,yes,no,1,84,1,9,Male,White
456,1,0,54.5,4.3,0.1763946,632.0808,yes,no,1,120,1,6,Male,White
457,1,0,28.16667,3.5,0.1119656999999999,326.5667,yes,no,2,48,0,7,Female,White
458,1,1,34.08333,8.1,0.1107658999999999,747.67,yes,yes,3,36,1,15,Male,Other
459,1,1,30.0,4.0,0.05105425,170.1808,yes,no,5,28,1,7,Female,Other
460,1,1,33.91667,2.0,0.9063205,1510.534,no,no,0,12,1,5,Female,Other
461,0,0,0.75,3.0,0.0004,0.0,no,no,0,18,0,2,Female,Black
462,1,0,51.25,5.3,0.04344189,191.7017,no,no,1,108,1,2,Female,Black
463,0,7,25.91667,2.6,0.0004615385,0.0,no,no,3,36,1,11,Female,Black
464,1,0,27.91667,2.52,0.08961231,188.1858,no,no,1,12,1,0,Female,Other
465,0,0,23.83333,2.2,0.0005454546,0.0,no,no,0,31,0,0,Female,Black
466,1,0,29.0,2.5,0.5263956,1096.657,no,no,0,12,1,14,Female,White
467,1,0,33.5,3.5,0.094966,276.9842,no,no,0,4,1,13,Male,Black
468,0,1,30.83333,4.35,0.0002758621,0.0,no,no,0,28,1,5,Male,Black
469,0,0,38.75,1.6,0.00075,0.0,no,no,0,51,1,1,Female,Black
470,1,0,32.16667,2.0,0.023269,38.365,no,no,2,24,1,4,Male,White
471,1,1,43.33333,4.8,0.3706127,1482.368,yes,no,0,3,1,4,Female,White
472,1,0,29.83333,3.0,0.01855033,45.87583,yes,no,2,28,1,4,Female,Black
473,1,0,62.0,1.638,0.04700183,64.07417,yes,no,0,270,0,1,Male,White
474,0,2,35.5,2.9,0.0004137930999999,0.0,no,no,1,102,1,21,Female,Black
475,1,0,21.5,2.3779,0.01799908,35.16667,no,no,0,7,0,5,Female,White
476,1,0,38.25,2.3,0.0676087,129.4167,yes,no,0,3,1,3,Female,Other
477,1,0,39.58333,8.1,0.09833618,663.7692,yes,no,3,43,1,13,Male,Other
478,0,2,40.5,3.57,0.0003361345,0.0,no,yes,0,31,1,7,Female,Black
479,0,0,34.25,1.944,0.000617284,0.0,no,no,1,54,1,1,Male,Other
480,1,0,34.83333,2.75,0.03314945,75.63417,yes,no,0,151,1,11,Female,White
481,1,0,28.16667,3.5,0.0016,3.75,yes,no,1,31,1,7,Female,Other
482,1,0,47.16667,7.0,0.05167186,301.2525,yes,no,1,144,1,8,Male,White
483,1,0,28.16667,2.8,0.096285,224.5817,no,no,0,5,0,1,Male,White
484,1,0,22.41667,1.95,0.03733385,60.58416999999999,no,no,0,3,1,0,Male,Black
485,0,0,45.5,6.5,0.0001846154,0.0,no,no,2,34,1,9,Female,Black
486,1,0,22.91667,2.5,0.2395248,498.9267,no,no,0,2,1,0,Male,White
487,1,1,37.08333,3.0,0.003666667,8.333333,no,no,0,60,1,9,Male,Other
488,1,0,27.25,1.8,0.07033833,105.5075,yes,no,2,6,1,4,Female,Other
489,1,0,39.58333,2.6,0.02623077,56.33333,yes,no,3,70,1,9,Male,Other
490,1,0,51.83333,3.6,0.070965,212.4783,yes,no,1,125,1,13,Female,White
491,1,0,23.66667,2.3,0.007781739,14.33167,no,no,2,14,0,0,Male,White
492,0,1,21.5,1.78,0.0006741573,0.0,no,no,0,5,1,1,Male,Other
493,1,0,21.91667,3.86,0.0003108808,0.0,yes,yes,0,18,1,8,Male,Other
494,1,0,45.58333,4.9,0.01453408,58.93083000000001,yes,no,2,159,1,4,Female,White
495,0,0,39.91667,3.6,0.0003333333,0.0,no,no,0,14,0,0,Male,Other
496,1,0,42.25,3.235,0.02476569,66.26417,yes,no,2,36,1,3,Male,Black
497,0,2,27.5,1.85,0.0006486487,0.0,no,no,0,24,1,12,Male,Other
498,1,0,25.75,1.85,0.05965243,91.96417,yes,no,0,24,1,9,Female,White
499,1,0,25.41667,1.56,0.1660627999999999,215.8817,no,no,0,12,1,0,Female,White
500,1,0,31.83333,4.075,0.007014479,22.98667,yes,no,1,101,1,9,Female,White
501,0,5,25.25,3.3,0.0003636364,0.0,yes,no,1,75,1,23,Female,White
502,1,0,24.16667,2.51,0.1149625,240.38,no,no,0,10,1,12,Male,White
503,1,0,28.16667,4.375,0.02481051,89.955,yes,no,1,84,0,1,Male,White
504,1,0,26.58333,2.35,0.06488553,126.6508,no,no,1,26,1,2,Male,White
505,1,0,20.91667,4.0,0.042129,140.3467,yes,no,0,24,1,4,Male,Other
506,0,2,35.58333,5.1,0.0002352941,0.0,yes,no,1,63,1,8,Female,Black
507,1,0,32.16667,3.0,0.1178903,294.5592,yes,no,2,9,1,0,Male,White
508,1,0,28.66667,3.5,0.02358028,68.35916999999999,yes,no,5,42,1,12,Male,White
509,1,0,39.75,3.5,0.03496943,101.4942,yes,no,0,12,1,0,Male,White
510,1,0,34.83333,5.5,0.2375431,1088.739,yes,no,4,12,1,0,Female,White
511,1,0,51.75,3.8,0.01511711,47.7875,yes,no,1,51,1,5,Female,White
512,1,0,22.66667,1.79,0.03404134,50.02833,no,no,0,3,1,0,Male,Black
513,1,0,38.25,5.1,0.08108,344.0067,yes,no,3,126,1,17,Female,Other
514,1,0,46.25,8.94,0.02528568,188.295,yes,no,0,96,1,17,Female,White
515,1,0,50.33333,7.1,0.04148197,245.3517,yes,no,2,12,1,0,Female,Other
516,1,0,32.08333,2.4,0.1426412999999999,285.2825,yes,no,0,96,0,8,Male,White
517,1,1,30.58333,3.305,0.006686838,17.58333,no,no,0,19,1,12,Male,Black
518,1,0,38.83333,6.5,0.2897866,1569.677,yes,no,4,117,1,18,Male,White
519,1,0,39.58333,4.81,0.01105884,43.74417,yes,no,1,8,1,9,Male,White
520,1,0,39.66667,3.0,0.02240434,55.760830000000006,yes,yes,1,132,1,22,Male,Black
521,1,0,41.66667,2.7,0.04356111,97.5125,yes,no,2,28,1,11,Male,White
522,1,0,38.83333,5.4,0.01299352,58.05416,yes,yes,0,108,1,17,Female,White
523,1,0,37.08333,8.124,0.03150603,213.1292,yes,yes,3,120,1,5,Male,Other
524,1,0,27.83333,3.04,0.03792664,95.9975,no,no,0,13,1,0,Female,Other
525,1,1,29.5,2.08,0.03545144,61.19917,yes,no,2,12,1,11,Female,Black
526,1,0,28.91667,1.511,0.0007941761,0.0,no,no,0,44,1,15,Female,White
527,0,1,31.08333,3.0,0.0004,0.0,yes,no,2,51,1,2,Female,Black
528,1,0,30.33333,2.6,0.2956862,640.6533,yes,no,0,25,1,4,Male,Other
529,1,0,37.41667,2.5,0.0298332,61.73583000000001,yes,no,2,120,0,4,Female,Other
530,1,0,44.58333,3.5,0.01198229,34.53167,yes,no,1,33,1,13,Male,White
531,1,0,25.33333,2.4,0.1066462,213.2925,no,no,0,5,1,10,Male,White
532,1,0,26.83333,2.32,0.0075862069999999,14.0,no,no,0,2,1,0,Male,White
533,1,0,46.16667,2.58,0.07673334,164.6433,yes,no,2,120,0,15,Male,White
534,1,0,28.08333,2.1,0.09068,158.6067,yes,no,1,24,0,11,Male,White
535,1,0,38.41667,2.35,0.06853744,133.9692,no,no,1,72,1,8,Male,Other
536,1,0,46.75,2.8,0.0004285714,0.0,yes,no,1,84,1,2,Male,White
537,0,2,52.25,3.7,0.0003243243,0.0,no,no,4,1,1,6,Male,Black
538,0,0,37.16667,1.68,0.0007142857,0.0,yes,no,3,120,0,8,Female,Other
539,0,0,25.33333,2.64,0.0004545455,0.0,no,no,0,24,1,33,Male,Black
540,1,1,28.25,2.3,0.03489609,66.30083,yes,no,1,24,1,14,Female,Other
541,1,2,35.33333,6.888,0.01023621,58.50583,yes,no,0,5,1,18,Male,White
542,0,4,25.41667,4.0,0.0003,0.0,no,no,0,36,1,32,Male,Black
543,1,0,28.16667,2.0,0.06025,100.4167,yes,no,1,38,0,8,Male,Other
544,0,0,19.0,1.97,0.0006091371,0.0,no,no,1,24,1,2,Female,Black
545,1,0,25.41667,3.0,0.01046967,25.5075,no,no,2,3,1,11,Female,Black
546,1,0,26.08333,2.75,0.1835625,420.5808,yes,no,1,6,1,11,Female,Black
547,1,0,31.25,5.0,0.0743784,309.91,yes,no,2,12,1,12,Female,Other
548,1,0,33.66667,2.1,0.0449081,78.25584,no,no,4,12,1,0,Male,Other
549,1,0,27.91667,4.0,0.03709175,123.2225,yes,no,2,2,1,0,Female,White
550,1,1,48.33333,3.0,0.03187233,79.17583,yes,yes,0,180,1,12,Female,White
551,1,0,36.83333,3.3,0.1568097,431.1433,no,no,0,3,1,0,Male,Other
552,0,3,45.41667,2.35,0.0005106383,0.0,no,no,0,36,1,15,Female,Other
553,0,2,53.0,2.16,0.0005555556,0.0,no,yes,0,74,0,5,Female,Black
554,1,0,27.58333,3.9,0.04137513,134.3858,yes,no,3,12,1,6,Female,Black
555,1,0,40.0,2.3115,0.02862341,54.96917,no,no,1,158,1,9,Male,Black
556,1,0,49.16667,1.7,0.0007058823,0.0,no,no,1,14,0,6,Male,White
557,1,0,40.33333,2.0,0.0723855,120.5592,no,no,0,24,1,4,Female,Black
558,1,0,23.83333,4.8,0.0801424999999999,320.4867,no,yes,0,42,1,2,Male,White
559,1,0,34.25,3.0,0.5409953000000001,1352.4879999999998,yes,no,0,72,1,3,Male,Other
560,1,0,21.41667,1.56,0.06716603,87.14917,no,no,0,24,0,5,Female,White
561,1,0,39.33333,2.0,0.049059,81.265,yes,no,2,200,1,9,Female,Black
562,1,0,24.25,2.6,0.2969185,643.3233,no,no,1,10,1,11,Male,White
563,1,0,47.83333,4.68,0.03474402,134.9183,yes,no,1,210,1,6,Female,Black
564,1,0,34.83333,4.0,0.2582514999999999,860.755,no,yes,0,204,0,6,Male,Black
565,1,0,52.25,1.8744,0.0552038,85.97833,yes,no,0,250,1,4,Male,White
566,1,3,47.5,3.1,0.1792845,463.1517,no,no,0,24,1,15,Female,Other
567,1,0,25.75,2.8,0.05751464,134.2008,no,no,0,6,0,3,Male,White
568,1,0,24.08333,2.04,0.1136103,192.7208,no,no,0,109,1,5,Male,Black
569,1,0,24.5,2.1,0.3213480999999999,562.3592,no,no,0,28,1,5,Male,Other
570,1,0,22.33333,2.0,0.164968,274.9467,no,no,0,13,1,7,Male,Black
571,1,0,33.16667,5.6,0.08529589,398.0475,yes,no,4,84,1,4,Female,Other
572,1,0,38.91667,3.0,0.04979033,124.4758,yes,no,1,84,1,11,Male,Other
573,1,0,22.16667,2.4,0.08183375,163.4175,no,no,0,23,1,0,Female,Black
574,1,0,23.33333,1.85,0.06057946,93.31,no,no,0,4,1,1,Male,White
575,1,0,24.08333,2.9,0.04706862,113.2492,yes,no,0,60,1,3,Female,White
576,0,0,26.66667,2.0,0.0006,0.0,no,yes,1,63,1,2,Female,Black
577,1,0,52.41667,1.89,0.02392328,37.42916,no,no,0,240,1,6,Male,Other
578,1,0,20.25,2.0,0.2048969999999999,341.245,no,no,0,24,1,7,Male,Other
579,1,0,25.41667,1.6417,0.3715959,508.2908,no,no,0,19,1,9,Male,White
580,0,4,22.75,2.34,0.0005128205,0.0,no,no,0,61,1,6,Female,Black
581,1,0,24.41667,1.9,0.2731215999999999,432.3592,no,no,0,19,1,6,Male,White
582,1,0,21.5,1.53,0.03650327,46.29167,yes,no,0,22,1,11,Male,White
583,1,0,22.41667,3.9946,0.07619161,253.6292,no,no,0,268,1,2,Male,Other
584,1,0,46.33333,1.6,0.04630688,61.7425,no,no,0,162,1,11,Male,Black
585,1,0,19.41667,1.8,0.08415,125.8917,no,no,0,3,1,0,Male,Other
586,1,1,29.83333,3.7,0.595776,1836.976,no,no,0,24,1,7,Male,Black
587,1,0,28.91667,2.1,0.009285714,15.583329999999998,no,no,0,28,1,5,Male,Other
588,1,0,26.66667,2.0,0.03145,51.75,no,no,1,6,1,1,Female,Other
589,0,1,44.83333,2.6,0.0004615385,0.0,yes,no,0,48,1,1,Female,Black
590,1,0,27.0,2.675,0.03482019,77.28667,yes,no,0,135,1,0,Female,Other
591,0,1,30.16667,4.16,0.0002884615,0.0,yes,yes,2,37,1,15,Female,Black
592,1,0,24.83333,2.1,0.1375624,240.4842,no,no,1,24,1,5,Male,White
593,1,0,28.0,2.4,0.0337825,67.39833,no,no,1,24,1,4,Male,White
594,1,0,39.16667,3.12,0.02673974,69.27333,yes,yes,2,66,1,5,Male,Other
595,1,0,31.41667,3.0,0.06917133,172.5717,yes,no,1,24,1,13,Female,White
596,1,0,40.41667,3.115,0.07675923,199.0042,yes,no,1,60,1,11,Male,White
597,0,3,23.16667,1.6213,0.0007401468,0.0,no,no,1,144,0,4,Male,Black
598,1,0,43.58333,4.3681,0.04429271,160.4792,yes,no,2,110,1,10,Female,Black
599,0,0,25.16667,2.5340000000000003,0.0004735596,0.0,no,no,0,14,1,3,Male,Black
600,0,2,40.58333,3.1,0.0003870968,0.0,yes,no,1,66,1,5,Female,Black
601,0,7,32.08333,2.7161,0.0004418098999999,0.0,no,no,1,60,0,10,Female,Other
602,1,0,42.16667,4.04,0.01336535,44.41333,no,no,0,5,1,6,Male,White
603,1,0,47.33333,2.7495,0.2148416,492.2558,no,no,0,156,0,11,Male,White
604,1,0,27.83333,3.0,0.1608052999999999,401.93,no,no,1,24,1,2,Male,White
605,1,0,30.66667,3.15,0.06829016,179.1783,yes,no,1,19,1,9,Male,Other
606,0,0,38.5,5.97,0.000201005,0.0,yes,no,1,3,1,19,Female,Black
607,1,0,31.0,2.6,0.0841927,182.1675,no,no,0,5,1,0,Male,White
608,0,0,47.91667,8.4,0.0001428570999999,0.0,yes,no,3,6,1,0,Male,Black
609,1,0,21.91667,1.95,0.03838103,61.9525,no,no,0,40,0,4,Female,White
610,1,0,36.75,3.0,0.032497,80.82584,yes,no,3,134,0,4,Male,Other
611,1,0,23.5,2.8,0.003928571,8.333333,yes,no,0,12,1,3,Male,Other
612,1,1,25.33333,4.55,0.04465253,169.0575,yes,no,1,42,1,10,Female,White
613,1,0,21.25,1.99,0.03496332,57.980830000000005,no,no,2,8,1,5,Male,White
614,1,0,48.91667,4.5,0.05416889,203.1333,no,no,2,17,1,0,Male,White
615,0,0,35.58333,4.0,0.0003,0.0,no,no,2,70,1,1,Female,Other
616,1,0,39.08333,3.5,0.06206229,181.015,yes,no,1,42,1,0,Male,White
617,0,1,27.66667,2.15,0.0005581395,0.0,no,no,0,97,1,1,Female,White
618,0,0,23.25,1.62,0.0007407407,0.0,no,no,0,32,1,7,Female,Black
619,1,0,31.16667,3.5,0.1656494,483.0608,no,no,1,14,0,0,Male,White
620,1,0,26.83333,2.9,0.006872069,15.940829999999998,yes,yes,1,26,1,3,Male,Black
621,1,0,39.25,3.4064,0.06364079,180.655,no,yes,1,120,1,7,Male,Black
622,1,0,24.83333,4.0,0.00165,4.5833330000000005,no,yes,2,48,1,4,Male,Other
623,1,0,27.16667,2.6,0.8778461,1902.0,no,no,0,4,1,7,Male,White
624,1,0,24.66667,2.0676,0.2071183999999999,356.7817,no,no,0,4,1,17,Male,White
625,1,0,44.66667,2.4,0.0005,0.0,no,no,0,36,1,11,Female,White
626,1,0,25.16667,3.42,0.008915205,24.575,no,no,0,3,1,0,Male,Other
627,1,0,21.91667,6.7,0.05414866,302.2467,no,no,0,8,1,6,Male,White
628,1,0,40.41667,5.43,0.007506077,33.215,no,no,0,14,1,11,Male,White
629,1,0,24.08333,1.62,0.01050802,13.68583,no,no,0,12,0,4,Female,White
630,1,0,31.83333,2.4192,0.05800388,116.3525,no,no,0,24,1,7,Male,White
631,1,0,24.66667,3.4,0.05114029,144.3975,no,no,0,12,1,8,Male,White
632,1,0,47.41667,3.6,0.03811111,113.75,yes,yes,2,120,1,12,Male,White
